origin,name,lon,lat,n,stranded_frac,t_strand_med_h,Z01,Z02,Z03,Z04,Z13,Z14,Z05,Z15,Z06,Z16,Z07,Z08,Z09,Z10,Z11,Z00,Z12,dominant,dominant_frac
C01529,C01529,26.7087,38.7279,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01530,C01530,26.7202,38.7279,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.950,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.950
C01531,C01531,26.7317,38.7279,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.533,0.000,0.433,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.533
C01532,C01532,26.3058,38.7369,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01533,C01533,26.3173,38.7369,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01534,C01534,26.3288,38.7369,60,1.000,42.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01535,C01535,26.3403,38.7369,60,1.000,43.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01536,C01536,26.3518,38.7369,60,1.000,42.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.917,Z12,0.917
C01537,C01537,26.3633,38.7369,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.000,0.033,0.000,0.000,0.000,0.000,0.700,Z12,0.700
C01538,C01538,26.3748,38.7369,60,1.000,42.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01539,C01539,26.3863,38.7369,60,1.000,42.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01540,C01540,26.3978,38.7369,60,1.000,39.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01541,C01541,26.4094,38.7369,60,1.000,39.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01542,C01542,26.4209,38.7369,60,1.000,36.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.317,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01543,C01543,26.4324,38.7369,60,1.000,33.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.300,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01544,C01544,26.4439,38.7369,60,1.000,31.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,0.100,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01545,C01545,26.4554,38.7369,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01546,C01546,26.4669,38.7369,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01547,C01547,26.4784,38.7369,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.033,0.000,0.167,0.000,0.000,0.000,0.000,0.467,Z12,0.467
C01548,C01548,26.4899,38.7369,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.083,0.000,0.183,0.000,0.000,0.000,0.000,0.400,Z12,0.400
C01549,C01549,26.5015,38.7369,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.183,0.000,0.217,0.000,0.000,0.000,0.000,0.267,Z06,0.333
C01550,C01550,26.5130,38.7369,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.383,0.000,0.133,0.000,0.000,0.000,0.000,0.150,Z16,0.383
C01551,C01551,26.5245,38.7369,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.450,0.333,0.000,0.150,0.000,0.000,0.000,0.000,0.067,Z06,0.450
C01552,C01552,26.5360,38.7369,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.317,0.000,0.017,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C01553,C01553,26.5475,38.7369,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.717,0.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.717
C01554,C01554,26.5590,38.7369,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.883,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.883
C01555,C01555,26.5705,38.7369,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.933
C01556,C01556,26.5820,38.7369,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01557,C01557,26.5935,38.7369,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01558,C01558,26.6051,38.7369,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01559,C01559,26.6166,38.7369,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01560,C01560,26.6281,38.7369,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01561,C01561,26.6396,38.7369,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01562,C01562,26.6511,38.7369,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01563,C01563,26.6626,38.7369,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01564,C01564,26.6741,38.7369,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01565,C01565,26.6856,38.7369,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01566,C01566,26.6971,38.7369,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01567,C01567,26.7087,38.7369,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.983
C01568,C01568,26.7202,38.7369,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.983
C01569,C01569,26.7317,38.7369,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.633,0.000,0.350,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.633
C01570,C01570,26.7547,38.7369,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.917,0.000,0.000,0.000,0.000,0.000,0.000,Z07,0.917
C01571,C01571,26.7662,38.7369,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.983,0.000,0.000,0.000,0.000,0.000,0.000,Z07,0.983
C01572,C01572,26.7777,38.7369,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,Z07,1.000
C01573,C01573,26.8813,38.7369,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,Z07,1.000
C01574,C01574,26.8928,38.7369,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,Z07,1.000
C01575,C01575,26.3058,38.7459,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01576,C01576,26.3173,38.7459,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.967,Z12,0.967
C01577,C01577,26.3288,38.7459,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01578,C01578,26.3403,38.7459,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01579,C01579,26.3518,38.7459,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.933,Z12,0.933
C01580,C01580,26.3633,38.7459,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.867,Z12,0.867
C01581,C01581,26.3748,38.7459,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.317,0.000,0.000,0.000,0.000,0.000,0.000,0.683,Z12,0.683
C01582,C01582,26.3863,38.7459,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01583,C01583,26.3978,38.7459,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01584,C01584,26.4094,38.7459,60,1.000,42.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01585,C01585,26.4209,38.7459,60,1.000,42.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.317,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01586,C01586,26.4324,38.7459,60,1.000,39.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01587,C01587,26.4439,38.7459,60,1.000,39.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01588,C01588,26.4554,38.7459,60,1.000,33.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01589,C01589,26.4669,38.7459,60,1.000,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01590,C01590,26.4784,38.7459,60,1.000,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.583,Z12,0.583
C01591,C01591,26.4899,38.7459,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.600,Z12,0.600
C01592,C01592,26.5015,38.7459,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.017,0.000,0.217,0.000,0.000,0.000,0.000,0.433,Z12,0.433
C01593,C01593,26.5130,38.7459,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.067,0.000,0.350,0.000,0.000,0.000,0.000,0.250,Z08,0.350
C01594,C01594,26.5245,38.7459,60,1.000,19.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.350,0.267,0.000,0.217,0.000,0.000,0.000,0.000,0.167,Z06,0.350
C01595,C01595,26.5360,38.7459,60,0.983,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.517,0.000,0.067,0.000,0.000,0.000,0.000,0.050,Z16,0.517
C01596,C01596,26.5475,38.7459,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.467,0.500,0.000,0.017,0.000,0.000,0.000,0.000,0.017,Z16,0.500
C01597,C01597,26.5590,38.7459,60,1.000,13.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.700
C01598,C01598,26.5705,38.7459,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.917,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.917
C01599,C01599,26.5820,38.7459,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.933
C01600,C01600,26.5935,38.7459,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01601,C01601,26.6051,38.7459,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01602,C01602,26.6166,38.7459,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01603,C01603,26.6281,38.7459,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01604,C01604,26.6396,38.7459,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01605,C01605,26.6511,38.7459,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01606,C01606,26.6626,38.7459,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01607,C01607,26.6741,38.7459,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01608,C01608,26.6856,38.7459,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01609,C01609,26.6971,38.7459,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01610,C01610,26.7087,38.7459,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01611,C01611,26.7202,38.7459,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.967
C01612,C01612,26.7317,38.7459,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.850,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.850
C01613,C01613,26.7432,38.7459,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.567,0.000,0.433,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.567
C01614,C01614,26.7547,38.7459,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.150,0.000,0.833,0.000,0.000,0.000,0.000,0.000,0.000,Z07,0.833
C01615,C01615,26.7662,38.7459,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,Z07,1.000
C01616,C01616,26.7777,38.7459,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,Z07,1.000
C01617,C01617,26.7892,38.7459,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,Z07,1.000
C01618,C01618,26.8008,38.7459,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.933,0.000,0.000,0.067,0.000,0.000,0.000,Z07,0.933
C01619,C01619,26.8468,38.7459,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.967,0.000,0.000,0.033,0.000,0.000,0.000,Z07,0.967
C01620,C01620,26.8698,38.7459,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.967,0.000,0.000,0.033,0.000,0.000,0.000,Z07,0.967
C01621,C01621,26.8813,38.7459,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,Z07,1.000
C01622,C01622,26.8928,38.7459,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,Z07,1.000
C01623,C01623,26.3058,38.7550,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01624,C01624,26.3173,38.7550,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01625,C01625,26.3288,38.7550,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01626,C01626,26.3403,38.7550,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01627,C01627,26.3518,38.7550,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01628,C01628,26.3633,38.7550,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.867,Z12,0.867
C01629,C01629,26.3748,38.7550,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.283,0.000,0.000,0.000,0.000,0.000,0.000,0.717,Z12,0.717
C01630,C01630,26.3863,38.7550,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.700,Z12,0.700
C01631,C01631,26.3978,38.7550,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01632,C01632,26.4094,38.7550,60,1.000,46.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01633,C01633,26.4209,38.7550,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01634,C01634,26.4324,38.7550,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.283,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01635,C01635,26.4439,38.7550,60,1.000,42.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01636,C01636,26.4554,38.7550,60,1.000,40.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01637,C01637,26.4669,38.7550,60,1.000,39.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01638,C01638,26.4784,38.7550,60,1.000,28.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01639,C01639,26.4899,38.7550,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.617,Z12,0.617
C01640,C01640,26.5015,38.7550,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.517,Z12,0.517
C01641,C01641,26.5130,38.7550,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.017,0.000,0.233,0.000,0.000,0.000,0.000,0.417,Z12,0.417
C01642,C01642,26.5245,38.7550,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.100,0.000,0.283,0.000,0.000,0.000,0.000,0.283,Z06,0.333
C01643,C01643,26.5360,38.7550,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.317,0.000,0.233,0.000,0.000,0.000,0.000,0.117,Z06,0.333
C01644,C01644,26.5475,38.7550,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.350,0.550,0.000,0.033,0.000,0.000,0.000,0.000,0.067,Z16,0.550
C01645,C01645,26.5590,38.7550,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.483,0.000,0.017,0.000,0.000,0.000,0.000,0.000,Z06,0.500
C01646,C01646,26.5705,38.7550,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.700
C01647,C01647,26.5820,38.7550,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.833
C01648,C01648,26.5935,38.7550,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.983,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.983
C01649,C01649,26.6051,38.7550,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01650,C01650,26.6166,38.7550,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01651,C01651,26.6281,38.7550,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01652,C01652,26.6396,38.7550,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01653,C01653,26.6511,38.7550,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01654,C01654,26.6626,38.7550,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01655,C01655,26.6741,38.7550,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01656,C01656,26.6856,38.7550,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01657,C01657,26.6971,38.7550,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01658,C01658,26.7087,38.7550,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01659,C01659,26.7202,38.7550,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.983
C01660,C01660,26.7317,38.7550,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.950
C01661,C01661,26.7432,38.7550,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.800
