origin,name,lon,lat,n,stranded_frac,t_strand_med_h,Z01,Z02,Z03,Z04,Z13,Z14,Z05,Z15,Z06,Z16,Z07,Z08,Z09,Z10,Z11,Z00,Z12,dominant,dominant_frac
C01662,C01662,26.7547,38.7550,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.567,0.000,0.383,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.567
C01663,C01663,26.7662,38.7550,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.250,0.000,0.733,0.000,0.000,0.000,0.000,0.000,0.000,Z07,0.733
C01664,C01664,26.7777,38.7550,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.917,0.000,0.000,0.000,0.000,0.000,0.000,Z07,0.917
C01665,C01665,26.7892,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,Z07,1.000
C01666,C01666,26.8008,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.950,0.000,0.000,0.033,0.000,0.000,0.000,Z07,0.950
C01667,C01667,26.8123,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.467,0.000,0.000,0.533,0.000,0.000,0.000,Z10,0.533
C01668,C01668,26.8353,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.867,0.000,0.000,0.000,Z10,0.867
C01669,C01669,26.8468,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.817,0.000,0.000,0.183,0.000,0.000,0.000,Z07,0.817
C01670,C01670,26.8583,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.567,0.000,0.000,0.433,0.000,0.000,0.000,Z07,0.567
C01671,C01671,26.8698,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.100,0.000,0.000,0.000,Z07,0.900
C01672,C01672,26.8813,38.7550,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.983,0.000,0.000,0.017,0.000,0.000,0.000,Z07,0.983
C01673,C01673,26.8928,38.7550,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.967,0.000,0.000,0.033,0.000,0.000,0.000,Z07,0.967
C01674,C01674,26.9044,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.433,0.000,0.000,0.567,0.000,0.000,0.000,Z10,0.567
C01675,C01675,26.9159,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.000,0.000,0.883,0.000,0.000,0.000,Z10,0.883
C01676,C01676,26.9274,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C01677,C01677,26.9389,38.7550,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C01678,C01678,26.3058,38.7640,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01679,C01679,26.3173,38.7640,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01680,C01680,26.3288,38.7640,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01681,C01681,26.3403,38.7640,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01682,C01682,26.3518,38.7640,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01683,C01683,26.3633,38.7640,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.817,Z12,0.817
C01684,C01684,26.3748,38.7640,60,1.000,49.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.767,Z12,0.767
C01685,C01685,26.3863,38.7640,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.000,0.017,0.000,0.000,0.000,0.000,0.717,Z12,0.717
C01686,C01686,26.3978,38.7640,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01687,C01687,26.4094,38.7640,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01688,C01688,26.4209,38.7640,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.317,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01689,C01689,26.4324,38.7640,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.233,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01690,C01690,26.4439,38.7640,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01691,C01691,26.4554,38.7640,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.317,0.017,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01692,C01692,26.4669,38.7640,60,1.000,40.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01693,C01693,26.4784,38.7640,60,1.000,37.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01694,C01694,26.4899,38.7640,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01695,C01695,26.5015,38.7640,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01696,C01696,26.5130,38.7640,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.600,Z12,0.600
C01697,C01697,26.5245,38.7640,60,1.000,25.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.033,0.000,0.267,0.000,0.000,0.000,0.000,0.367,Z12,0.367
C01698,C01698,26.5360,38.7640,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.050,0.000,0.333,0.000,0.000,0.000,0.000,0.283,Z06,0.333
C01699,C01699,26.5475,38.7640,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.317,0.000,0.250,0.000,0.000,0.000,0.000,0.100,Z06,0.333
C01700,C01700,26.5590,38.7640,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.350,0.517,0.000,0.067,0.000,0.000,0.000,0.000,0.067,Z16,0.517
C01701,C01701,26.5705,38.7640,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.467,0.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z16,0.533
C01702,C01702,26.5820,38.7640,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.633,0.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.633
C01703,C01703,26.5935,38.7640,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.867,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.867
C01704,C01704,26.6051,38.7640,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01705,C01705,26.6166,38.7640,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01706,C01706,26.6281,38.7640,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01707,C01707,26.6396,38.7640,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01708,C01708,26.6511,38.7640,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01709,C01709,26.6626,38.7640,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01710,C01710,26.6741,38.7640,60,1.000,19.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01711,C01711,26.6856,38.7640,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01712,C01712,26.6971,38.7640,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01713,C01713,26.7087,38.7640,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01714,C01714,26.7202,38.7640,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.983
C01715,C01715,26.7317,38.7640,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.983,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.983
C01716,C01716,26.7432,38.7640,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.867,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.867
C01717,C01717,26.7547,38.7640,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.683,0.000,0.317,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.683
C01718,C01718,26.7662,38.7640,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.600,0.000,0.383,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.600
C01719,C01719,26.7777,38.7640,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.367,0.000,0.600,0.000,0.000,0.000,0.000,0.000,0.000,Z07,0.600
C01720,C01720,26.7892,38.7640,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.133,0.000,0.850,0.000,0.000,0.000,0.000,0.000,0.000,Z07,0.850
C01721,C01721,26.8008,38.7640,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.933,0.000,0.000,0.033,0.000,0.000,0.000,Z07,0.933
C01722,C01722,26.8123,38.7640,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.800,0.000,0.000,0.183,0.000,0.000,0.000,Z07,0.800
C01723,C01723,26.8238,38.7640,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.667,0.000,0.000,0.000,Z10,0.667
C01724,C01724,26.8353,38.7640,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.833,0.000,0.000,0.000,Z10,0.833
C01725,C01725,26.8468,38.7640,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.600,0.000,0.000,0.000,Z10,0.600
C01726,C01726,26.8583,38.7640,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.617,0.000,0.000,0.383,0.000,0.000,0.000,Z07,0.617
C01727,C01727,26.8698,38.7640,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.200,0.000,0.000,0.000,Z07,0.800
C01728,C01728,26.8813,38.7640,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.867,0.000,0.000,0.133,0.000,0.000,0.000,Z07,0.867
C01729,C01729,26.8928,38.7640,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.967,0.000,0.000,0.033,0.000,0.000,0.000,Z07,0.967
C01730,C01730,26.9044,38.7640,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.783,0.000,0.000,0.217,0.000,0.000,0.000,Z07,0.783
C01731,C01731,26.9159,38.7640,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.950,0.000,0.000,0.000,Z10,0.950
C01732,C01732,26.9274,38.7640,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C01733,C01733,26.9389,38.7640,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,Z10,1.000
C01734,C01734,26.3058,38.7730,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01735,C01735,26.3173,38.7730,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01736,C01736,26.3288,38.7730,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01737,C01737,26.3403,38.7730,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01738,C01738,26.3518,38.7730,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01739,C01739,26.3633,38.7730,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.017,0.000,0.000,0.000,0.000,0.917,Z12,0.917
C01740,C01740,26.3748,38.7730,60,1.000,52.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.833,Z12,0.833
C01741,C01741,26.3863,38.7730,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.033,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01742,C01742,26.3978,38.7730,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.317,0.000,0.000,0.000,0.000,0.000,0.000,0.683,Z12,0.683
C01743,C01743,26.4094,38.7730,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01744,C01744,26.4209,38.7730,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.300,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01745,C01745,26.4324,38.7730,60,1.000,51.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.217,0.117,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01746,C01746,26.4439,38.7730,60,1.000,49.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.317,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01747,C01747,26.4554,38.7730,60,1.000,48.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01748,C01748,26.4669,38.7730,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,Z12,0.667
C01749,C01749,26.4784,38.7730,60,1.000,45.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.650,Z12,0.650
C01750,C01750,26.4899,38.7730,60,1.000,39.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.633,Z12,0.633
C01751,C01751,26.5015,38.7730,60,1.000,33.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.617,Z12,0.617
C01752,C01752,26.5130,38.7730,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.617,Z12,0.617
C01753,C01753,26.5245,38.7730,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.517,Z12,0.517
C01754,C01754,26.5360,38.7730,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.017,0.000,0.283,0.000,0.000,0.000,0.000,0.367,Z12,0.367
C01755,C01755,26.5475,38.7730,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.083,0.000,0.333,0.000,0.000,0.000,0.000,0.250,Z06,0.333
C01756,C01756,26.5590,38.7730,60,1.000,22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.267,0.000,0.233,0.000,0.000,0.000,0.000,0.167,Z06,0.333
C01757,C01757,26.5705,38.7730,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.617,0.000,0.050,0.000,0.000,0.000,0.000,0.000,Z16,0.617
C01758,C01758,26.5820,38.7730,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.450,0.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z16,0.550
C01759,C01759,26.5935,38.7730,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.650,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.650
C01760,C01760,26.6051,38.7730,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.917,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.917
C01761,C01761,26.6166,38.7730,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01762,C01762,26.6281,38.7730,60,1.000,16.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01763,C01763,26.6396,38.7730,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01764,C01764,26.6511,38.7730,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01765,C01765,26.6626,38.7730,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01766,C01766,26.6741,38.7730,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01767,C01767,26.6856,38.7730,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01768,C01768,26.6971,38.7730,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.983
C01769,C01769,26.7087,38.7730,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01770,C01770,26.7202,38.7730,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C01771,C01771,26.7317,38.7730,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.983,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.983
C01772,C01772,26.7432,38.7730,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.933,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.933
C01773,C01773,26.7547,38.7730,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.700
C01774,C01774,26.7662,38.7730,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.650,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.650
C01775,C01775,26.7777,38.7730,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.533,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.533
C01776,C01776,26.7892,38.7730,60,1.000,12.0,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.433,0.000,0.550,0.000,0.000,0.000,0.000,0.000,0.000,Z07,0.550
C01777,C01777,26.8008,38.7730,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.283,0.000,0.700,0.000,0.000,0.000,0.000,0.000,0.000,Z07,0.700
C01778,C01778,26.8123,38.7730,60,1.000,7.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.783,0.000,0.000,0.050,0.000,0.000,0.000,Z07,0.783
C01779,C01779,26.8238,38.7730,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0.250,0.000,0.000,0.000,Z07,0.750
C01780,C01780,26.8353,38.7730,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.517,0.000,0.000,0.467,0.000,0.000,0.000,Z07,0.517
C01781,C01781,26.8468,38.7730,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.383,0.000,0.000,0.617,0.000,0.000,0.000,Z10,0.617
C01782,C01782,26.8583,38.7730,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.417,0.000,0.000,0.583,0.000,0.000,0.000,Z10,0.583
C01783,C01783,26.8698,38.7730,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,Z07,0.500
C01784,C01784,26.8813,38.7730,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.683,0.000,0.000,0.317,0.000,0.000,0.000,Z07,0.683
C01785,C01785,26.8928,38.7730,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.100,0.000,0.000,0.000,Z07,0.900
C01786,C01786,26.9044,38.7730,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.000,0.167,0.000,0.000,0.000,Z07,0.833
C01787,C01787,26.9159,38.7730,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483,0.000,0.000,0.517,0.000,0.000,0.000,Z10,0.517
C01788,C01788,26.9274,38.7730,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.967,0.000,0.000,0.000,Z10,0.967
C01789,C01789,26.3058,38.7820,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01790,C01790,26.3173,38.7820,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01791,C01791,26.3288,38.7820,60,1.000,57.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,Z12,1.000
C01792,C01792,26.3403,38.7820,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01793,C01793,26.3518,38.7820,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.983,Z12,0.983
C01794,C01794,26.3633,38.7820,60,1.000,54.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.017,0.000,0.000,0.000,0.000,0.967,Z12,0.967
